song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,song_title_en,outcome
"Cassy O' - Live from Spotify, Stockholm",7bpkHC3s4wYbTmHINpeSqu,['George Ezra'],Wanted On Voyage,170493,FALSE,2ysnwxxNtSgbb9t1m2Ur4j,1,0.343306,0.459836,-5.612,0.031008,98.382,"Cassy O' - Live from Spotify, Stockholm",0
Come Up,2wNr3oWIrv4ww3McHfqlyI,['G-Unit'],Come Up,216627,TRUE,6evKD5JWJON3qPBJtUEmtY,1,0.807055,0.827336,-3.501,0.262902,97.964,Come Up,0
Planes,1lkoM7Mc1NmdAuvmliPFpE,"['Jeremih', 'J. Cole']",Planes,240026,TRUE,3KV3p5EY4AvKxOlhGHORLg,2,0.684818,0.679421,-3.76,0.225203,129.125,Planes,0
Vem E Han,0NqcFphBRDxAXmlkRGHPDz,"['Cleo', 'Kristin Amparo', 'Broke n Tipsy']",Vem E Han,178391,FALSE,1SwDFc5jX708XR3XtzLrRs,3,0.604642,0.754739,-6.652,0.379821,90.913,Vem E Han,0
See You Around,0ixCM4Av1YkDSuOhtQ6LxZ,['Chris Brown'],X (Deluxe Version),222413,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.482149,0.628855,-6.428,0.038747,122.568,See You Around,0
Slí« mig hí«rt i ansiktet,58facAQuyUDml53CS4fOd3,['Thomas Stenstr\xc3\xb6m'],Fulkultur,211746,FALSE,2DWNa2o3BbsIHeBq7Iu6E7,1,0.528443,0.880133,-6.155,0.036741,157.893,Slí« mig hí«rt i ansiktet,0
Body Shots,5bAwc4oM3fwqdidTHwaVnZ,['Chris Brown'],X (Deluxe Version),222386,TRUE,7bXgB6jMjp9ATFy66eO08Z,1,0.550733,0.588173,-7.678,0.128323,144.833,Body Shots,0
Girl I Want 2 Eat U,6fJBMuX4vUmeztp20PC8J9,['Die Antwoord'],Donker Mag,244274,TRUE,6urkHDoIVO1WO8vNIwcJmM,1,0.735873,0.848605,-4.357,0.127038,93.961,Girl I Want 2 Eat U,0
Nadie Tiene Que Saber (feat. Farruko),5xWoxDTYD9rvXlhZRVOosU,"['EL BOY C', 'Farruko']",Nadie Tiene Que Saber (feat. Farruko),252169,FALSE,5QMn8GQyPTKyS6TQi7ye1A,2,0.54553,0.744554,-7.638,0.239812,82.941,Nadie Tiene Que Saber (feat. Farruko),0
El Alam Jannet,6EzDPgToUSaultnUVkmHwB,['Mohamad Iskandar'],Sahra W Dabke,222511,FALSE,1Szp0cnLcoq8ombQRztd1i,1,0.721321,0.961205,-5.329,0.151641,102.094,El Alam Jannet,0
Neverland - Body Bangers Edit,0kwcOpjGf427tGkx4hbSO5,"['N-Trigue', 'Flo Rida']",Neverland,240000,FALSE,2YNnMJgOEaiEZ1PXHcvsJf,2,0.78552,0.885455,-2.475,0.057042,127.998,Neverland - Bodybangers Edit Mix,0
Payback,2Lv7vYpPx68ttqspWdMnvw,"['Dimitri Vangelis & Wyman', 'Steve Angello']",Payback,349506,FALSE,10hGPIDZi33LRaYRIq3Bh4,2,0.602967,0.860927,-6.445,0.07189,128.023,Payback,0
Choice Kingdom,2NxX2IORexAjAvuhHZw52u,['alt-J'],This Is All Yours,257497,FALSE,3XHO7cRUPCLOr6jwp8vsx5,1,0.445801,0.176519,-19.427,0.035022,124.026,Choice Kingdom,0
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],59LRO7m84jbrpSaaRxylIi,"['Pitbull', 'Jennifer Lopez', 'Claudia Leitte']","The 2014 FIFA World Cup Official Album: One Love, One Rhythm",223786,FALSE,0TnOYISbd1XYRBk9myaseg,3,0.594686,0.941638,-3.605,0.070662,124.989,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],0
Krokodilen I Bilen,7kq6PnA3PYvzfCZN6P7Aqg,"['Julia \xc3\x85berg', 'Alicia Sahlin', 'Isabel Sahlin', 'Hanna Stattin']",Barnkammarboken - Alla Sí«nger,56293,FALSE,56jOkP48kRTItbhxZ1cQ6f,4,0.724725,0.686966,-4.666,0.045098,133.386,Krokodilen I Bilen,0
Dark Afternoon,2O3p5IKvEhzMNPvVcYxWB5,['Tony T'],Autumn Chill Vol 1,240466,FALSE,5PYz5PgVftmL9vQd9i7WSS,1,0.641828,0.514384,-6.708,0.089108,144.002,Dark Afternoon,0
Reflection,3c1dDu4oMeV8BiVzJLgyy4,"['Wasted Penguinz', 'Omyqron']",Q-dance Presents Frontliner EP,341300,FALSE,1Ok5WQlGEnuFOiUlpCKcVT,2,0.551882,0.831627,-4.625,0.065687,149.896,Reflection,0
K I X S - Radio Edit,3BXVgl3pQKMk82oxsJcnHV,['Moguai'],K I X S,197812,FALSE,4xgFgBZ7CRtgtHcziClOwQ,1,0.585198,0.798303,-4.298,0.073317,128.063,K I X S - Radio Edit,0
Bluebird Wine,2IIsJEbL6fx6gzzmCwRBpv,['Emmylou Harris'],The 70's Studio Album Collection,199906,FALSE,5s6TJEuHTr9GR894wc6VfP,1,0.569458,0.468326,-13.988,0.035115,106.374,Bluebird Wine,0
The Big L.,3Me4YCKqNWLXZXl0CN3trv,['Roxette'],The 30 Biggest Hits XXX,265733,FALSE,2SHhfs4BiDxGQ3oxqf0UHY,1,0.663132,0.896654,-5.533,0.032273,142.507,The Big L.,0
Blind Heart - Radio Edit,3Wb4T8OJg4obJNBMUYgfPm,"['CAZZETTE', 'Terri B!']",Blind Heart (Radio Edit),197953,FALSE,1IELhvOMg5VQlU7syRm6CS,2,0.721777,0.827163,-6.501,0.0659,121.896,Blind Heart (feat. Terri B!) [Radio Edit],0
For The Nasty,7DM5Zjy90txraEOGk4FcKm,"['Busta Rhymes', 'Q-Tip']",The Abstract Dragon,193011,TRUE,1YfEcTuGvBQ8xSD1f53UnK,2,0.882044,0.474749,-8.688,0.234525,95.93,For The Nasty,0
Iäó¢Mäó¢Aäó¢M - jj Remix Instrumental,4huzp9V4c7T7wmYP5Rd2Rj,"['Silvana Imam', 'JJ']",Iäó¢Mäó¢Aäó¢M (jj Remix),203558,FALSE,14vNE9iqS5eGAL6OogiN8g,2,0.286176,0.378536,-9.278,0.046452,109.812,Iäó¢Mäó¢Aäó¢M (jj Remix Instrumental),0
Prayer in C,6F9sSGTZr8mFfUndArNCmq,['Beth'],EP1,131000,FALSE,0Tazr7cok0ZIzVWH27sqeY,1,0.78668,0.118201,-14.575,0.074042,115.887,Prayer in C,0
Personal,1yHT4TeFm80QQgictSssmm,['Jessie J'],Sweet Talker (Deluxe Version),234906,FALSE,2gsggkzM5R49q6jpPvazou,1,0.545063,0.642515,-5.596,0.212247,135.584,Personal,0
Is This Love - Montmartre Remix,14CsUVcoKztExH6aSgfrfb,['Bob Marley & The Wailers'],Is This Love (Montmartre Remix),269403,FALSE,2QsynagSdAqZj3U9HgDzjD,1,0.621338,0.615919,-7.211,0.150423,122.93,Is This Love (Montmartre Remix),0
The Illest,1690BNyYA4P7lHMOQep1DD,"['Far East Movement', 'Schoolboy Q']",KTown Riot,220666,TRUE,698hF4vcwHwPy8ltmXermq,2,0.693585,0.743817,-3.961,0.261357,142.056,The Illest,0
Miracle,24OI2VxwLqpWdBT9fHg67u,['Michael W. Smith'],Sovereign,259373,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.48181,0.850568,-4.045,0.029715,146.105,Miracle,0
Altes Kamuffel - Vitalic Remix,56cMq0WsVJwCWBdNtb5Mmo,"['Vitalic', 'Paul Kalkbrenner']",X,281840,FALSE,4M84umUNRbZy1mJleyyRM9,2,0.724345,0.504387,-9.461,0.064345,124.014,Altes Kamuffel,0
Majorna,4DzWpwEZAr1VKBzyb6Bn4B,['Victor H'],Majorna,228109,FALSE,0LyGKROtVGETU1C38NwZqP,1,0.716423,0.664487,-9.548,0.255304,129.922,Majorna,0
Take A Bite (Original mix),52cRLiiZBhRGvzQvQgbFcT,['Vigiland'],Take A Bite (Original Mix),197831,FALSE,3tLYpanVDomWAZqF82NPds,1,0.7976,0.726266,-5.107,0.071347,128.001,Take A Bite (Original Mix),0
Segue o Som,2EYilkg1F79h8ch4f4Csii,['Vanessa Da Mata'],Segue o Som,200960,FALSE,57pVvBwa3ZCR9LsVlkLXj7,1,0.777688,0.516743,-8.713,0.031345,92.013,Segue o Som,0
Pretend,6phKkVuSzTNEriX3uciCb5,"['Tinashe', 'A$AP Rocky']",Aquarius,232786,TRUE,0NIIxcxNHmOoyBx03SfTCD,2,0.457984,0.442041,-10.42,0.124651,122.394,Pretend,0
"Dragon Soul (From ""Dragon Ball Z Kai"")",6I2fP8K1GbElogsAekOQfd,['NateWantsToBattle'],"Dragon Soul (from ""Dragon Ball Z Kai"")",99259,FALSE,0Vb15td3iKkAzdGD5Sj9Ky,1,0.559591,0.94789,-4.861,0.113301,161.789,"Dragon Soul (From ""Dragon Ball Z Kai"")",0
It's After Dark,4zDMIOycxDHIyIwPXjGnsc,['D-A-D'],DISN30LAND AF30R D30K,231200,FALSE,2I6gQ8HicF6er2NgjfkwGd,1,0.429807,0.714478,-6.684,0.037318,125.66,ItŒÇs After Dark,0
Another Love - Dimitri Vangelis & Wyman Remix,3cwProa7pzzqTGYPYp5Efc,['Tom Odell'],Another Love (Dimitri Vangelis & Wyman Remix),204413,FALSE,2txHhyCwHjUEpJjWrEyqyX,1,0.563235,0.862929,-3.958,0.066562,127.968,Another Love (Dimitri Vangelis & Wyman Remix),0
Judge Me,5tviMv6hO6wZQpnb1jsaw0,['K. Michelle'],Anybody Wanna Buy A Heart?,188800,FALSE,2retT7MFwHDVTeGKDdybEx,1,0.395307,0.638643,-5.759,0.037709,205.489,Judge Me,0
Kisses (Synapson Remix) [feat. Mary H],5ykVH407qI98n00OoDUzoa,['C\xc3\xa4tC\xc3\xa4t'],Kisses (feat. Mary H) - EP,278694,FALSE,6oH5aZUWiPfOTm1gcFi5gh,1,0.846502,0.638837,-8.505,0.05682,120.004,Kisses (Synapson Remix),0
Brand New,1P5OPN8MbPgFznEp1b7OiN,"['Pharrell Williams', 'Justin Timberlake']",G I R L,271693,FALSE,2RdwBSPQiwcmiDo9kixcl8,2,0.90362,0.857619,-6.599,0.199162,120.143,Brand New,0
I'm a Flirt Remix,6w1DBbA8akxHPiBQ6nAyJq,"['R. Kelly', 'T.I.', 'T-Pain']",The Essential R. Kelly,330600,FALSE,2mxe0TnaNL039ysAj51xPQ,3,0.833579,0.566505,-4.824,0.103013,138.064,I'm a Flirt Remix,0
Grunge Girls,6nngIxUx37IhFgBqZAdQ5Q,['Britta Persson'],F!,200493,FALSE,1p3J6laThbGvAuz642q1O6,1,0.639315,0.914702,-5.201,0.031349,107.007,Grunge Girls,0
I Mean It,6jmTHeoWvBaSrwWttr8Xvu,"['G-Eazy', 'Remo']",These Things Happen,236480,TRUE,02kJSzxNuaWGqwubyUba0Z,2,0.703071,0.568551,-7.427,0.108706,140,I Mean It,0
Prayer In C,17O7wI9MExNcZUut2GW3zc,['Lilly Wood and The Prick'],Saint-Germain-des-Prí©s Cafí© Vol. 16 by KlangKuenstler,192026,FALSE,50OApTJurDusIo9dGTqSU4,1,0.70555,0.247948,-9.008,0.033572,94.015,Prayer In C,0
Ak47,5oTzlrZ8WTDIHeTsz4Jw3z,['King Lil G'],Ak47boyz,227986,TRUE,6L3x3if9RVimruryD9LoFb,1,0.748733,0.515041,-11.555,0.306622,119.873,Ak47,0
Wadí«,7GsLnmSdvaxA8gyzPcpkAi,"['Kusten Klick', 'Jakk Who', 'Ulysses S. Big', 'Rasmu$ L', 'Griljon\xc3\xa4ren']",Kusten Klicktape,283226,FALSE,4mAknRKFOyJ4G9MTwlaw6Y,5,0.430994,0.735041,-6.59,0.274183,130.649,Wadí«,0
Family - P Money,77m6ySUV5ZpOdaIsygDYMZ,['Ed Sheeran'],5,254906,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.475885,0.704269,-5.411,0.277797,140.396,Family (+ P Money),0
Goodman vs Badman (Prod. Baron P),23PVU1g1nOo8Hm7vfAxy90,['Silly Selection'],Goodman vs Badman (Prod. Baron P),220150,FALSE,3zYX58iRRk6qxi5PnlKsSr,1,0.879715,0.833476,-6.19,0.048479,133.032,Goodman vs Badman (Prod. Baron P),0
Bugatti,2u6zR1wIc9dbsxEjU6qaDV,"['Tiga', 'Pusha T']",Bugatti,210963,TRUE,5l9wiTZVfqQTfMDOt0HtwC,2,0.886418,0.454981,-6.866,0.195257,121.061,Bugatti,0
Hí_rute,7Mo9OQBzE5Hl0CEsRmZ0Yz,"['Stress', 'Kakka', '24K', 'N', 'Crippa']",Playlist 2,245800,FALSE,2vJo3bWY09MoK1QrRZD1wf,5,0.526295,0.680485,-8.195,0.40178,76.066,Hí_rute,0
Sovereign Over Us,0fWSx16l0MXQSE6MKADLrx,['Michael W. Smith'],Sovereign,354280,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.453817,0.497487,-6.835,0.029331,135.944,Sovereign Over Us,0
Ay Vamos,6j8JZ34YSJ3Yf7r2n2IPCX,['J Balvin'],Ay Vamos,226840,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,1,0.714194,0.779195,-3.607,0.100616,173.925,Ay Vamos,0
Let's Go (feat. P. Moody) - Cody Island Remix,3N1rgm4QrZBuhhvRrXxmOI,['ItaloBrothers'],P.O.D. / Let's Go EP,191903,FALSE,5nkYRuiIHg2xXHFC8bfosJ,1,0.566951,0.932926,-3.453,0.129116,128.074,Let's Go (feat. P. Moody) (Cody Island Remix),0
Vart Du í‹n Gí«r,0iKyrKmlFXWmHjekVLisjq,"['WillMan feat. Marcus L', 'WillMan', 'Marcus L']",Vart Du í‹n Gí«r,219663,FALSE,3RsLWGrlX4iqeX3GLIUlaZ,3,0.72006,0.422108,-10.491,0.112525,130.011,Vart Du í‹n Gí«r,0
Don't You Find,3nU9JSbunpkMWjztX0svAZ,['Jamie T'],Donäó»t You Find,255720,FALSE,3Rsr4Z96O6U3lToOiV3zBh,1,0.457708,0.607153,-6.956,0.052188,129.091,Don't You Find,0
Don't Be Gone Too Long,7K4ubVk9yf1AYGzQC0Olsb,['Chris Brown'],X (Deluxe Version),201986,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.682227,0.789214,-5.47,0.067891,117.975,Don't Be Gone Too Long,0
Hunnid Stax (feat. Sc Hoolboy Q),6q4P5GViMZJfgpfNVr5txY,"['Ab-Soul', 'Schoolboy Q']",These Days...,203470,TRUE,0g9vAlRPK9Gt3FKCekk4TW,2,0.676869,0.593499,-10.984,0.329358,134.196,Hunnid Stax (feat. Sc Hoolboy Q),0
Man on a Wire,4b30rxe4kxjNl8YpE17Sew,['The Script'],No Sound Without Silence,245466,FALSE,3AQRLZ9PuTAozP28Skbq8V,1,0.387505,0.836293,-3.548,0.035764,180.073,Man on a Wire,0
ID2 - Radio Edit,43FJWTHA5hPwWFfMXEjPwI,['Dimitri Vangelis & Wyman'],ID2,204312,FALSE,10hGPIDZi33LRaYRIq3Bh4,1,0.576875,0.905442,-5.382,0.035478,127.982,ID2 (Radio Edit),0
Jazz,3eqEq53sUsaukd560hw7Dh,['Mick Jenkins'],The Water[s],260160,TRUE,1FvjvACFvko2Z91IvDljrx,1,0.642588,0.607819,-9.713,0.131102,125.472,Jazz,0
Bara ní_r jag í_r full,6kFet6CVnC9n94Zw6t7RmT,['Dani M'],Min Grind,211226,FALSE,5ILMkt5lW4KAyTXMNYWaGF,1,0.604472,0.772549,-6.685,0.360958,119.968,Bara ní_r jag í_r full,0
Ride - Remix,7hpN9FyMwSUH74nlrfuPJb,"['SoMo', 'Ty Dolla $ign', 'K CAMP']",Ride (Remixes),222826,TRUE,5AtWO8IEnjhRLzaVVQxFUs,3,0.739369,0.497267,-7.796,0.062726,115.117,Ride - Remix,0
Old 45's,3JEQodTFL5aWEKFz4aBjTd,['Chromeo'],White Women,227906,FALSE,2mV8aJphiSHYJf43DxL7Gt,1,0.816874,0.65431,-6.786,0.192669,95.984,Old 45's,0
Back to You,2CWr0Vlv4XhAYrvLr7mH5a,['Twerps'],"""Back to You"" b/w ""Always Waiting""",152095,FALSE,4vkIW79PRnJM8PNylIMTQB,1,0.355688,0.859666,-6.221,0.055616,83.844,Back to You,0
Wasted,2CAK2t1reUgPK6OMgAMURB,"['Ti\xc3\xabsto', 'Matthew Koma']",A Town Called Paradise,190013,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,2,0.64188,0.741291,-8.165,0.036518,111.975,Wasted,0
I Choose U,48PrKXP5P7ZHUMIDGPrWwe,['Timeflies'],After Hours (Deluxe),227800,FALSE,6dC0rIJNLSFZwqckLgXJ8p,1,0.703057,0.515483,-4.908,0.067009,128.082,I Choose U,0
Cafe Del Mar - Three 'N' One Radio Edit,6ZfzbvseI7sxis7uFUEAHx,['Energy 52'],A State of Trance 650 - New Horizons (Unmixed),230613,FALSE,0sElgscu7tp38PM1MtsUz7,1,0.59313,0.956341,-9.53,0.066807,132.992,Cafe Del Mar (Three N One Radio Mix),0
Booty,5pKBCp3tRnM0VmNW4QL08v,"['Jennifer Lopez', 'Iggy Azalea']",Booty,209699,FALSE,2DlGxzQSjYe5N6G9nkYghR,2,0.72018,0.95103,-4.138,0.052488,128.969,Booty,0
Fí_dd Att Fí_rlora,1xiTumVDynpu34QrVPUtV0,['Stilett'],S/T,164986,FALSE,0XUnVZH89w9TtfZmaxnt6t,1,0.374119,0.930701,-2.558,0.047137,80.8,Fí_dd Att Fí_rlora,0
2AM,3Q64WkoK8h3fC9zwsvzwdD,['Astrid S'],2AM,215382,FALSE,3AVfmawzu83sp94QW7CEGm,1,0.519687,0.630882,-7.986,0.246899,186.036,2AM,0
Hunter,53ZnKUo3p9KfXh2ahkdYhS,['Pharrell Williams'],G I R L,240920,FALSE,2RdwBSPQiwcmiDo9kixcl8,1,0.928387,0.499297,-4.599,0.0904,110.303,Hunter,0
Lady In A Glass Dress (Interlude),5v1zJ7vqjZe24jfH5bYY3i,['Chris Brown'],X (Deluxe Version),77573,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.286527,0.396082,-6.249,0.037612,71.714,Lady In A Glass Dress (Interlude),0
Dum i Huvet,0BKFHqYxMy1OgSIUps40Mb,['Linnea Henriksson'],F!,202306,FALSE,3IsULVZIf4iGp9ExB7yJVq,1,0.589432,0.727992,-7.072,0.046419,171.935,Dum i huvet,0
Lost You,6Rjk8HQZz8l4zH7fr0o7AE,"['Zeds Dead', 'Twin Shadow', ""D' Angelo Lacy""]",Lost You,218312,FALSE,67qogtRNI0GjUr8PlaG6Zh,3,0.740161,0.875374,-4.79,0.037618,126.038,Lost You,0
Beautiful Oyinye,3RqOL44iL6IB1apv1fjeKu,['P-Square'],Best Of P-Square,292333,FALSE,42IUN9kTPdUdI1kre6L7Wk,1,0.682687,0.733391,-5.703,0.069501,99.946,Beautiful Onyinye,0
G Shit,1xm41utgX6tZZs5t22gJuh,['C Breeze'],Fireworks,244192,TRUE,24OCZDYud2BcFNevHHSEmm,1,0.565884,0.777445,-7.103,0.319558,87.022,G Shit,0